deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d65952","BAC.MSLA_Bro053_Mem113.20200217","","","2020-02-17","2020-03-25","","","46.90257","-113.95647","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Bro053"
"d64641","BAC.MSLA_Bro018_Mem130.20190515","","","2019-05-15","2019-07-08","","","46.86729","-113.99822","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","10","","","Bro018"
"d64639","BAC.MSLA_Bro067_Mem187.20190605","","","2019-06-05","2019-06-28","","","46.82309","-113.99499","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Bro067"
"d64672","BAC.MSLA_Bro041_Mem153.20190518","","","2019-05-18","2019-06-08","","","46.80127","-114.03778","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","31.1","","","Bro041"
"d64679","BAC.MSLA_Bro078_Mem200.20190517","","","2019-05-17","2019-05-31","","","46.84501","-113.99473","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Unknown Failure","Camera ran out of battery on 6/1/19 12:46","No Bait","","Not Entered","","","36.6","","","Bro078"
"d64690","BAC.MSLA_Bro024_Mem223.20190718","","","2000-01-01","2000-01-01","","","46.81541","-114.07103","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","30","","","Bro024"
"d64687","BAC.MSLA_Bro046_Mem176.20190709","","","2019-07-09","2019-08-13","","","46.82174","-114.05579","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","30","","","Bro046"
"d65954","BAC.MSLA_Bro005_Mem135.20200217","","","2020-02-17","2020-03-24","","","46.90818","-113.96763","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","31.1","","","Bro005"
"d65953","BAC.MSLA_Bro005_Mem117.20190531","","","2019-05-31","2019-06-28","","","46.85742","-113.97814","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Bro005"
"d64714","BAC.MSLA_Bro072_Mem205.20190617","","","2019-06-17","2019-07-17","","","46.86037","-114.02481","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","13.5","","","Bro072"
"d65871","BAC.MSLA_Bro046_Mem159.20200218","","","2020-02-18","2020-03-13","","","46.90400","-113.96690","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Unknown Failure","Camera ran out of battery on 3/13/20 0:09","No Bait","","Not Entered","","","32.9","","","Bro046"
"d61981","BAC.AROW_Rec033_Mem069.20190713","","","2019-07-13","2019-09-01","","","48.07353","-112.71439","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec033"
"d63486","BAC.HMSA_Rec027_Mem069.20190522","","","2019-05-22","2019-06-22","","","48.10841","-112.64426","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec027"
"d61974","BAC.AROW_Rec028_Mem093.20190713","","","2019-07-13","2019-09-01","","","48.06691","-112.71189","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec028"
"d63501","BAC.HMSA_Rec040_Mem083.20190622","","","2019-06-22","2019-07-12","","","48.12408","-112.63036","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec040"
"d63734","BAC.AROW_Rec007_Mem059.20190621","","","2019-06-21","2019-07-11","","","48.08204","-112.63036","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec007"
"d46071","BAC.BAND_Rec061_Mem026.20180612","","","2018-06-12","2018-07-27","","","47.04886","-113.23121","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec061"
"d61975","BAC.AROW_Rec055_Mem070.20190713","","","2019-07-13","2019-09-01","","","48.04924","-112.70334","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec055"
"d63491","BAC.HMSA_Rec036_Mem177.20190522","","","2019-05-22","2019-06-22","","","48.13596","-112.65083","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec036"
"d63485","BAC.HMSA_Rec030_Mem179.20190522","","","2019-05-22","2019-06-22","","","48.13046","-112.65929","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec030"
"d63482","BAC.HMSA_Rec032_Mem012.20190521","","","2019-05-21","2019-06-21","","","48.10255","-112.66819","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec032"
"d61891","BAC.BLCH_Rec006_Mem057.20190725","","","2019-07-25","2019-08-19","","","47.05608","-113.05680","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec006"
"d63506","BAC.HMSA_Rec036_Mem067.20190622","","","2019-06-22","2019-07-12","","","48.13721","-112.64832","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec036"
"d61968","BAC.AROW_Rec010_Mem017.20190711","","","2019-07-11","2019-08-31","","","48.09295","-112.61964","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec010"
"d61972","BAC.AROW_Rec012_Mem007.20190712","","","2019-07-12","2019-07-30","","","48.10318","-112.61378","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Unknown Failure","Camera ran out of battery on 7/30 6:29","No Bait","","Not Entered","","","23.8","","","Rec012"
"d63484","BAC.HMSA_Rec020_Mem006.20190522","","","2019-05-22","2019-06-22","","","48.11571","-112.63817","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec020"
"d64682","BAC.MSLA_Bro007_Mem119.20190527","","","2019-05-27","2019-06-17","","","46.87422","-114.02776","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Bro007"
"d46077","BAC.BRKO_Rec025_Mem042.20180614","","","2018-06-14","2018-07-04","","","47.42696","-112.13918","False","p211","Montana Ranch Survey","sp1424","Broken O Ranch","","","","Unknown Failure","Camera ran out of battery on 7/4/18 16:05","No Bait","","Not Entered","","","15.5","","","Rec025"
"d63500","BAC.HMSA_Bro043_Mem048.20190622","","","2019-06-22","2019-07-12","","","48.12825","-112.62315","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Bro043"
"d61977","BAC.AROW_Rec024_Mem087.20190713","","","2019-07-13","2019-09-01","","","48.05873","-112.71512","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec024"
"d63495","BAC.HMSA_Rec001_Mem073.20190522","","","2000-01-01","2000-01-01","","","48.13045","-112.61634","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec001"
"d63493","BAC.HMSA_Rec049_Mem032.20190522","","","2019-05-22","2019-06-22","","","48.12571","-112.62197","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec049"
"d61973","BAC.AROW_Rec041_Mem103.20190713","","","2019-07-13","2019-09-01","","","48.07989","-112.70987","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec041"
"d63496","BAC.HMSA_Rec032_Mem085.20190621","","","2019-06-21","2019-07-11","","","48.10347","-112.66385","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec032"
"d63614","BAC.BLCH_Rec063_Mem032.20190725","","","2019-07-25","2019-08-19","","","47.05379","-113.07938","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec063"
"d63612","BAC.BLCH_Rec060_Mem106.20190725","","","2019-07-25","2019-08-19","","","47.08271","-113.07777","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec060"
"d63489","BAC.HMSA_Rec040_Mem112.20190522","","","2019-05-22","2019-06-22","","","48.12727","-112.63283","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec040"
"d63613","BAC.BLCH_Rec014_Mem034.20190725","","","2019-07-25","2019-08-19","","","47.07682","-113.06959","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec014"
"d61890","BAC.BLCH_Rec045_Mem053.20190725","","","2019-07-25","2019-08-19","","","47.07231","-113.06039","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec045"
"d61969","BAC.AROW_Rec007_Mem026.20190711","","","2019-07-11","2019-08-31","","","48.08709","-112.61191","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec007"
"d61979","BAC.AROW_Rec021_Mem073.20190713","","","2019-07-13","2019-08-30","","","48.08902","-112.71914","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec021"
"d61895","BAC.BLCH_Rec037_Mem095.20190725","","","2019-07-25","2019-08-19","","","47.04291","-113.08879","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec037"
"d63504","BAC.HMSA_Rec038_Mem000.20190622","","","2019-06-22","2019-07-12","","","48.12496","-112.64751","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec038"
"d63492","BAC.HMSA_Rec038_Mem181.20190522","","","2019-05-22","2019-06-22","","","48.12514","-112.65241","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec038"
"d61896","BAC.BLCH_Rec044_Mem090.20190725","","","2019-07-25","2019-08-19","","","47.07277","-113.09647","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec044"
"d61970","BAC.AROW_Rec054_Mem040.20190711","","","2000-01-01","2000-01-01","","","48.08102","-112.62280","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec054"
"d61892","BAC.BLCH_Rec064_Mem182.20190725","","","2019-07-25","2019-08-19","","","47.04853","-113.06702","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec064"
"d61894","BAC.BLCH_Rec016_Mem021.20190725","","","2019-07-25","2019-08-19","","","47.03632","-113.07648","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec016"
"d61967","BAC.AROW_Rec051_Mem055.20190711","","","2019-07-11","2019-08-31","","","48.09913","-112.62075","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec051"
"d66393","BAC.AROW_Rec041_Mem180.20190522","","","2019-05-22","2019-06-23","","","48.07561","-112.69993","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec041"
"d63723","BAC.AROW_Rec043_Mem111.20190623","","","2019-06-23","2019-07-13","","","48.08486","-112.69275","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec043"
"d66421","BAC.BLCH_Rec014_Mem088.20190611","","","2019-06-11","2019-07-25","","","47.08510","-113.08085","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec014"
"d63490","BAC.HMSA_Rec022_Mem049.20190522","","","2019-05-22","2019-06-22","","","48.13551","-112.62088","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec022"
"d66423","BAC.BLCH_Rec029_Mem071.20190611","","","2019-06-11","2019-07-25","","","47.05090","-113.10565","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec029"
"d66420","BAC.BLCH_Rec006_Mem065.20190611","","","2019-06-11","2019-07-25","","","47.06504","-113.05998","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec006"
"d63733","BAC.AROW_Rec054_Mem063.20190621","","","2019-06-21","2019-07-11","","","48.07989","-112.61894","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec054"
"d63510","BAC.HMSA_Rec027_Mem016.20190622","","","2019-06-22","2019-07-12","","","48.11131","-112.65254","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec027"
"d66402","BAC.AROW_Rec059_Mem066.20190713","","","2019-07-13","2019-09-01","","","48.05925","-112.70297","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec059"
"d66394","BAC.AROW_Rec051_Mem182.20190522","","","2019-05-22","2019-06-21","","","48.09367","-112.62929","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec051"
"d63499","BAC.HMSA_Rec049_Mem104.20190622","","","2019-06-22","2019-07-12","","","48.13796","-112.61189","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec049"
"d63727","BAC.AROW_Rec059_Mem058.20190623","","","2019-06-23","2019-07-13","","","48.06261","-112.69456","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec059"
"d66401","BAC.AROW_Rec061_Mem066.20190523","","","2019-05-23","2019-06-23","","","48.06033","-112.70966","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec061"
"d63726","BAC.AROW_Rec028_Mem052.20190623","","","2019-06-23","2019-07-13","","","48.05043","-112.69949","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec028"
"d66391","BAC.AROW_Rec010_Mem178.20190522","","","2019-05-22","2019-06-21","","","48.08333","-112.61655","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec010"
"d66418","BAC.BLCH_Rec002_Mem033.20190611","","","2019-06-11","2019-07-25","","","47.04640","-113.09744","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec002"
"d63736","BAC.AROW_Rec062_Mem010.20190621","","","2019-06-21","2019-07-11","","","48.10147","-112.61073","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec062"
"d63728","BAC.AROW_Rec061_Mem060.20190623","","","2019-06-23","2019-07-13","","","48.06647","-112.71819","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec061"
"d63737","BAC.AROW_Rec010_Mem050.20190621","","","2019-06-21","2019-07-11","","","48.08841","-112.62665","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec010"
"d66396","BAC.AROW_Rec021_Mem087.20190523","","","2019-05-23","2019-06-23","","","48.07657","-112.71348","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec021"
"d63498","BAC.HMSA_Rec022_Mem038.20190622","","","2019-06-22","2019-07-12","","","48.13157","-112.63248","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec022"
"d63503","BAC.HMSA_Rec023_Mem009.20190622","","","2019-06-22","2019-07-12","","","48.11677","-112.65207","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec023"
"d66419","BAC.BLCH_Rec004_Mem075.20190611","","","2019-06-11","2019-07-25","","","47.09196","-113.10357","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec004"
"d66392","BAC.AROW_Rec024_Mem082.20190522","","","2019-05-23","2019-06-23","","","48.05367","-112.71336","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Rec024"
"d66403","BAC.BLCH_Rec004_Mem035.20190516","","","2019-05-16","2019-06-11","","","47.06296","-113.10831","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec004"
"d63725","BAC.AROW_Rec055_Mem079.20190623","","","2019-06-23","2019-07-13","","","48.05057","-112.71060","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec055"
"d66398","BAC.AROW_Rec043_Mem103.20190523","","","2019-05-23","2019-06-23","","","48.06841","-112.69196","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","23.8","","","Rec043"
"d66397","BAC.AROW_Rec034_Mem093.20190523","","","2019-05-23","2019-06-19","","","48.05320","-112.69261","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Unknown Failure","Batteries leaked at some point during deployment and times were screwed up at some point during the deployment. Start time was good, but end time says five days earlier than when the camera was actually picked up.","No Bait","","Not Entered","","","22.9","","","Rec034"
"d66400","BAC.AROW_Rec055_Mem020.20190523","","","2019-05-23","2019-06-23","","","48.04850","-112.71471","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec055"
"d63732","BAC.AROW_Rec047_Mem091.20190623","","","2019-06-23","2019-07-13","","","48.07859","-112.71711","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec047"
"d63494","BAC.HMSA_Rec054_Mem007.20190522","","","2019-05-22","2019-06-21","","","48.11080","-112.66161","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec054"
"d66399","BAC.AROW_Rec047_Mem053.20190523","","","2019-05-23","2019-06-23","","","48.08725","-112.70421","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec047"
"d66395","BAC.AROW_Rec016_Mem070.20190523","","","2019-05-23","2019-06-23","","","48.08226","-112.68719","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec016"
"d63488","BAC.HMSA_Rec009_Mem037.20190522","","","2019-05-22","2019-06-22","","","48.12341","-112.64291","False","p211","Montana Ranch Survey","sp1677","Heirmosa Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec009"
"d66426","BAC.BLCH_Rec042_Mem018.20190611","","","2019-06-11","2019-07-25","","","47.07009","-113.07771","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Rec042"
"d66416","BAC.BLCH_Rec063_Mem046.20190516","","","2019-05-16","2019-06-11","","","47.05763","-113.07191","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec063"
"d66410","BAC.BLCH_Rec039_Mem108.20190516","","","2019-05-16","2019-06-11","","","47.06682","-113.08840","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec039"
"d66415","BAC.BLCH_Rec060_Mem095.20190516","","","2019-05-16","2019-06-11","","","47.07951","-113.08831","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","8","","","Rec060"
"d66412","BAC.BLCH_Rec044_Mem054.20190516","","","2019-05-16","2019-06-11","","","47.05367","-113.09435","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec044"
"d66404","BAC.BLCH_Rec006_Mem084.20190516","","","2019-05-16","2019-06-11","","","47.07150","-113.05627","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec006"
"d66427","BAC.BLCH_Rec044_Mem094.20190611","","","2019-06-11","2019-07-25","","","47.06569","-113.09294","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec044"
"d66411","BAC.BLCH_Rec042_Mem057.20190516","","","2019-05-16","2019-06-06","","","47.07249","-113.07403","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Unknown Failure","Camera ran out of battery on 6/6/19 22:03","No Bait","","Not Entered","","","16.5","","","Rec042"
"d66407","BAC.BLCH_Rec025_Mem086.20190516","","","2019-05-16","2019-06-11","","","47.09049","-113.09798","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec025"
"d66433","BAC.BLCH_Rec042_Mem020.20190725","","","2019-07-25","2019-08-19","","","47.07454","-113.08304","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec042"
"d66431","BAC.BLCH_Rec063_Mem099.20190611","","","2019-06-11","2019-07-25","","","47.05506","-113.06847","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec063"
"d66409","BAC.BLCH_Rec037_Mem077.20190516","","","2019-05-16","2019-06-11","","","47.03836","-113.08294","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec037"
"d66430","BAC.BLCH_Rec060_Mem089.20190611","","","2019-06-11","2019-07-25","","","47.08203","-113.09108","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec060"
"d66429","BAC.BLCH_Rec050_Mem072.20190611","","","2019-06-11","2019-07-25","","","47.04268","-113.07775","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec050"
"d46072","BAC.BAND_Rec053_Mem002.20180612","","","2018-06-12","2018-07-27","","","47.06821","-113.26897","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Rec053"
"d47100","BAC.BAND_Rec043_Mem039.20180726","","","2018-07-26","2018-08-20","","","47.09457","-113.23200","False","p211","Montana Ranch Survey","sp1277","Bandy Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec043"
"d66413","BAC.BLCH_Rec045_Mem078.20190516","","","2019-05-16","2019-06-11","","","47.06686","-113.06596","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec045"
"d66424","BAC.BLCH_Rec037_Mem051.20190611","","","2019-06-11","2019-07-25","","","47.03474","-113.08066","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec037"
"d66417","BAC.BLCH_Rec064_Mem031.20190516","","","2019-05-16","2019-06-11","","","47.05540","-113.06000","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec064"
"d66428","BAC.BLCH_Rec045_Mem042.20190611","","","2019-06-11","2019-07-25","","","47.07165","-113.06373","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec045"
"d66408","BAC.BLCH_Rec029_Mem076.20190516","","","2019-05-16","2019-06-11","","","47.03518","-113.09136","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Rec029"
"d66432","BAC.BLCH_Rec064_Mem102.20190611","","","2019-06-11","2019-07-25","","","47.04964","-113.05299","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","11.9","","","Rec064"
"d66414","BAC.BLCH_Rec050_Mem097.20190516","","","2019-05-16","2019-06-11","","","47.05152","-113.07729","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec050"
"d66406","BAC.BLCH_Rec019_Mem023.20190516","","","2019-05-16","2019-06-11","","","47.07098","-113.10091","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","20","","","Rec019"
"d66405","BAC.BLCH_Rec014_Mem090.20190516","","","2019-05-16","2019-06-11","","","47.08727","-113.08311","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec014"
